YEAR,MO,DY,T2M,T2MDEW,T2MWET,QV2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,RH2M,TS
1992,2,15,12.13,8.58,10.36,7.02,0,99.22,3.63,198.19,5.85,198,80.56,12.09
1992,2,16,12.31,10.05,11.18,7.87,0.36,99.25,5.32,122.56,7.8,123.31,86.69,12.23
1992,2,17,13.21,8.26,10.74,7.02,0.13,98.76,6.48,233.06,9.84,233.94,74.81,12.65
1992,2,18,9.43,4.7,7.06,5.37,0,99.58,4.8,322.75,7.47,323.25,74.62,9.24
1992,2,19,9.12,2.81,5.96,4.64,0,100.28,2.74,151.31,4.66,150.38,68.12,8.81
1992,2,20,10.49,6.14,8.32,5.92,0.09,100.16,5.31,178.31,8.52,178.69,76.69,10.12
1992,2,21,12.73,10.49,11.62,8,2.56,99.83,5.48,174.94,8.04,175.69,87.25,12.87
1992,2,22,13.65,13.17,13.41,9.52,16.13,99.3,3.43,104.5,5.53,105.12,96.25,13.25
1992,2,23,14.39,12.39,13.39,9.09,6.38,99.02,2.2,221.88,3.51,222.06,87.25,14.35
1992,2,24,12.19,10.95,11.57,8.42,15.87,99.23,6.23,48.06,8.31,48.88,92.06,12.11
1992,2,25,3.22,0.83,2.02,4.09,20.88,99.59,9.46,293.56,12.51,294.62,84.75,3.4
1992,2,26,5.4,1.18,3.29,4.21,0,100.01,4.32,306.12,6.62,306.75,76.19,5.18
1992,2,27,9.33,5.86,7.59,5.86,0,99.7,4.96,312.5,7.62,312.94,79.94,8.62
1992,2,28,12.46,8.04,10.25,6.96,0,99.63,3.59,275.88,5.46,276.31,75.5,11.2
1992,2,29,13.43,8.8,11.12,7.08,0,99.86,3.6,104.81,5.74,105,75.69,12.72
1992,3,1,14.35,10.62,12.49,8.24,0,99.83,3.62,181,6.08,181.44,79.5,13.94
1992,3,2,15.83,14.86,15.34,10.68,1.1,99.83,4.92,183.06,7.67,183.56,93.19,15.53
1992,3,3,17.84,16.81,17.33,12.08,16.8,99.28,5.91,164.62,8.28,165.69,93.69,17.61
1992,3,4,15.49,14.32,14.9,10.44,9.88,98.63,4.7,182.81,6.52,183.06,92.75,14.91
1992,3,5,14.39,10.65,12.52,8.18,0.33,98.58,6.12,205.5,9.37,206.31,80,14.02
1992,3,6,15.9,10.96,13.43,8.3,0,98.91,3.09,251.75,4.44,252,74.31,14.58
1992,3,7,16.96,13.17,15.07,9.7,0.08,99.26,2.77,190.75,4.56,191.25,79.19,15.8
1992,3,8,18.51,16.47,17.49,11.96,16,98.95,6.58,168.69,9.35,169.62,88.5,18.33
1992,3,9,14.95,11.01,12.98,8.73,8.3,98.75,5.25,269.12,7.58,269.81,78.62,14.74
1992,3,10,3.12,-3.04,0.04,3.05,0,100.02,7.8,263.19,10.59,263.44,65.19,3.69
1992,3,11,4.87,-0.93,1.97,3.6,0.01,99.84,2.24,178.81,3.66,181.12,69.06,5.71
1992,3,12,8.23,4.32,6.28,5.31,0,99.51,4.77,154.56,7.29,184.31,78.19,8.57
1992,3,13,9.93,5.83,7.88,5.92,0,99.85,3.81,162.75,6.05,163.38,77.62,10.12
1992,3,14,14.37,10.55,12.46,8.06,0.02,99.49,3.37,225.38,5.02,225.56,79.56,14.19
1992,3,15,15.65,12.3,13.98,9.03,0,99.53,3.17,173.69,5.1,175.19,81.69,15.39
1992,3,16,16.42,13.86,15.14,10.01,1.86,99.48,5.91,169.69,8.77,171.25,84.94,16.37
1992,3,17,16.74,15.71,16.23,11.35,10.93,98.91,6.53,171.88,9.22,172.94,93.69,16.52
1992,3,18,17.15,13.19,15.17,9.7,2.14,98.43,6.2,265.06,8.92,265.06,79.81,16.92
1992,3,19,9.05,4.76,6.9,5.37,0,99.79,6.09,299.44,8.45,299.44,76,9.59
1992,3,20,10.05,4.85,7.45,5.43,0.05,100.14,2.73,65.88,4.35,65.69,73,10.67
1992,3,21,13.41,11.33,12.37,8.61,0.02,99.13,6.91,172.12,9.72,173,87.5,13.4
1992,3,22,8.87,6.08,7.48,6.23,0.15,99.21,6.78,300,9.64,299.94,82.75,9.21
1992,3,23,6.83,1.81,4.32,4.39,0,99.89,3.17,75.31,5.12,75.25,73.44,7.76
1992,3,24,10.64,8.2,9.42,7.02,8.29,99.37,6.11,161.81,8.88,163.12,85.56,10.63
1992,3,25,13.8,10.62,12.2,8.06,0.26,99.54,3.85,198.62,5.68,198.25,82.06,13.55
1992,3,26,15.3,11.39,13.35,8.61,0,99.53,4.1,171.12,6.53,171.56,79.31,15.03
1992,3,27,16.55,14.16,15.36,10.19,1.85,99.57,3.81,159.5,6.07,159.81,86.25,16.53
1992,3,28,16.07,14.28,15.18,10.25,1.6,99.29,6.18,164.06,8.67,164.69,89.56,16.05
1992,3,29,16.23,12.46,14.35,9.16,0.07,99.19,6.02,269.31,8.48,269.56,80.56,16.28
1992,3,30,11.34,7.17,9.26,6.35,0,99.91,4.99,253.62,7.3,253.94,77.31,12.04
1992,3,31,12.67,8.1,10.38,6.84,0.31,99.65,1.77,96.75,2.62,97.94,75.81,13.51
1992,4,1,9.49,3.51,6.5,5.07,0.59,99.91,6.23,98.5,8.63,98.62,69.25,10.21
1992,4,2,7.29,1.24,4.26,4.21,0.28,99.83,2.99,46.62,4.46,46.56,68.44,7.85
1992,4,3,10.31,3.83,7.07,5.13,0,99.38,2.7,183.5,4.09,184.12,67.12,10.48
1992,4,4,14.88,9.23,12.05,7.45,0.02,98.89,3.96,217.62,6.49,218.38,72.81,14.87
1992,4,5,14.95,11.8,13.38,8.73,7.45,99.14,4.92,154.81,7.41,155.25,82.44,14.99
1992,4,6,14.65,12.37,13.51,9.03,0.91,99.21,2.82,208.31,3.95,208.31,86.81,15.21
1992,4,7,17.02,13.73,15.37,9.95,0.03,99.44,2.68,155.88,4.11,157.38,81.75,16.71
1992,4,8,19.65,16.54,18.09,12.02,0.32,99.35,5.01,164.06,7.48,165.12,83.31,19.82
1992,4,9,19.64,16.04,17.83,11.47,0,99.23,4.66,180.94,7.24,181.56,81.12,19.51
1992,4,10,19.6,16.15,17.87,11.6,0.24,99.06,5.18,174.75,7.65,175.62,81.75,19.83
1992,4,11,21.23,18.37,19.8,13.43,3.06,98.97,5.47,169.06,8.09,170.06,84.94,21.32
1992,4,12,19.57,18.12,18.84,13.06,2.14,99.76,2.44,91.75,4.03,94.62,91.56,19.76
1992,4,13,20.43,17.22,18.83,12.33,0.05,99.99,2.54,128.75,3.98,130.81,83.19,20.88
1992,4,14,21.42,17.89,19.65,12.88,0.07,99.68,4.14,181.88,6.3,182.5,81.31,21.5
1992,4,15,21.3,18.07,19.68,13.06,0.26,99.42,5.73,175.06,8.19,175.94,82.94,21.41
1992,4,16,21.05,17.78,19.41,12.82,3.4,99.27,4.83,177.12,7.25,177.75,82.75,21.26
1992,4,17,19.99,17.82,18.9,12.88,2.17,99.13,3.8,186.19,6,186.56,87.88,20.03
1992,4,18,19.69,18.01,18.85,13.18,4.52,98.19,6.22,167.19,8.85,168.31,90.38,19.62
1992,4,19,18.86,16.3,17.58,11.96,7.81,97.99,5.29,248.25,7.27,248,85.88,19.3
1992,4,20,13.3,8.39,10.85,7.02,0.63,98.65,5.64,302.5,7.94,302.81,74.06,13.81
1992,4,21,15.62,9.88,12.76,7.93,0.46,98.99,2.78,225.5,4.13,225.62,70.75,15.51
1992,4,22,19.54,15.51,17.52,11.11,0.01,99.25,5.56,187.69,8.3,188.88,78.62,19.51
1992,4,23,21.02,17.23,19.12,12.51,0,99.35,6.16,189.5,9.05,190.56,80.94,21.01
1992,4,24,20.53,16.79,18.66,12.27,0.08,99.62,4.38,155.12,6.83,154.44,79.44,20.73
1992,4,25,16.23,9.33,12.78,7.32,0.05,100.09,5.16,23.56,7.72,23.69,65.88,16.55
1992,4,26,16.57,9.66,13.12,7.51,0.07,100.16,3.52,190.5,5.23,189.69,65.94,16.55
1992,4,27,15.34,9.38,12.36,7.39,1.45,100.29,2.75,78.56,4.36,77.31,70,16.32
1992,4,28,18.05,14.25,16.15,10.44,13.36,99.49,6.65,152.75,9.39,154.19,79.38,18.15
1992,4,29,18.65,15.48,17.07,11.11,0.97,99.3,5.04,113.62,7.1,113.69,83.25,19.08
1992,4,30,18.61,15.25,16.93,10.93,0.07,99.44,2.82,147.5,4.39,147.88,81.12,19.12
1992,5,1,21.2,17.52,19.36,12.76,0,99.21,6.7,184.44,9.62,185.5,80.94,21.26
1992,5,2,22.61,19.21,20.91,14.16,0.18,99.4,5.17,196.81,7.21,198.44,82.5,22.94
1992,5,3,21.05,16.94,18.99,12.15,1.53,99.8,4.31,83.56,5.91,82.25,78.5,21.24
1992,5,4,21.14,15.15,18.15,10.86,0.21,99.51,2.27,118.88,3.13,118.5,70.81,20.63
1992,5,5,21.8,15.26,18.54,10.99,0.03,99.4,3.45,183.31,5.04,182.5,68.19,21.24
1992,5,6,15.53,7.78,11.65,6.65,0.01,100.28,4.98,45.31,6.77,45.5,62.19,16.35
1992,5,7,15.43,8.27,11.85,6.84,0.02,100.24,2.2,130.75,3.49,132,66,16.14
1992,5,8,16.88,10.41,13.65,8,0,99.54,3.89,181.06,6.24,181.88,68.25,17.29
1992,5,9,18.48,13.76,16.12,10.01,1.03,99.25,5.78,177.94,8.41,178.88,76.31,18.92
1992,5,10,20.9,17.69,19.3,12.82,3.92,99.38,6.53,170.81,9.12,171.88,82.94,20.98
1992,5,11,23.25,20.29,21.77,15.08,6.53,99.06,7.39,185.25,10.31,186.94,84.38,23.05
1992,5,12,25.66,21.4,23.53,16.17,0.82,98.92,4,170.56,6.15,172.75,79.81,25.64
1992,5,13,24.53,21.87,23.19,16.6,3.93,99.21,2.6,143.94,4.18,145.62,85.56,24.3
1992,5,14,23.05,20.73,21.89,15.5,7.35,98.99,3.4,184.5,5.89,185.38,87.38,22.8
1992,5,15,22.43,19.61,21.01,14.4,5.71,99.17,3.09,167.19,4.98,167.44,85.06,22.52
1992,5,16,20.29,18.5,19.4,13.43,13.95,99.29,4.39,134.12,6.27,135.06,89.69,20.34
1992,5,17,20.56,19.44,20,14.22,25.34,99.55,4.25,123.5,6.42,124.56,93.25,20.48
1992,5,18,19.46,17.95,18.7,12.94,16.35,99.81,4.47,107.12,6.49,108.38,91.12,19.59
1992,5,19,21.85,19.12,20.48,13.92,7.56,99.65,4.25,148.94,6.37,150,85.38,21.89
1992,5,20,22.21,19.8,21.01,14.53,4.33,99.64,3.62,154.81,5.83,155.62,86.94,22.27
1992,5,21,22.07,19.65,20.86,14.4,5.08,99.65,4.33,162.38,6.64,163.19,87,22.07
1992,5,22,22.01,19.12,20.56,13.92,2.96,99.77,2.34,148.56,3.55,149.75,84.31,21.97
1992,5,23,22.83,19.13,20.98,13.92,2.04,99.74,1.53,150.56,2.32,151.25,80.62,22.88
1992,5,24,21.45,18.88,20.16,13.73,5.42,99.57,2.83,32.5,4.26,32.31,86.06,22.15
1992,5,25,21.35,18.74,20.05,13.73,8.02,99.15,2.22,159.19,3.2,159.81,85.44,21.48
1992,5,26,18.52,15.37,16.94,11.11,2.81,99.35,4.52,18.31,6.42,18.31,82.69,19.05
1992,5,27,16.47,12.97,14.72,9.52,9.1,99.12,3.16,73.12,4.72,73.56,80.81,16.94
1992,5,28,16.58,14.58,15.58,10.62,9.57,98.9,5.26,205.31,6.84,206.44,88.38,17.14
1992,5,29,15.68,11.6,13.64,8.61,0.45,99.41,4.12,291.62,5.41,292.19,77.81,16.3
1992,5,30,17.7,13.6,15.65,9.83,1.44,99.68,1.71,148.88,2.34,149.12,77.81,17.99
1992,5,31,19.62,17.48,18.55,12.63,6.44,99.48,3.49,132.38,4.92,133.62,88.06,19.92
1992,6,1,22.01,19.08,20.55,13.98,11.13,99.04,2.29,150.75,3.62,153.19,84.56,22.68
1992,6,2,21.08,18.08,19.58,13.18,4.27,98.66,3.41,244.5,5,244.75,83.94,21.31
1992,6,3,20.63,15.68,18.15,11.35,0.18,98.55,3.63,253.62,4.97,253.44,74.69,20.44
1992,6,4,22.44,17.26,19.86,12.57,0.29,98.7,2.62,223.56,3.46,222.88,73.81,22.09
1992,6,5,23.27,20.19,21.73,15.2,9.81,98.56,4.01,157.06,5.9,157.88,83.88,23.4
1992,6,6,24.58,22.08,23.33,16.91,6.94,98.73,3.38,172.88,5.24,173,86.69,24.73
1992,6,7,22.2,20.08,21.15,14.89,5.23,99.19,3.38,87.5,4.86,88.25,88.06,22.41
1992,6,8,24.46,20.67,22.57,15.44,5.85,99.06,1.42,148.81,1.98,148.81,80.44,24.44
1992,6,9,25.17,21.17,23.17,15.99,2.02,98.95,2.52,230.56,3.47,230.12,79.25,24.73
1992,6,10,25.83,22.3,24.07,17.15,5.91,98.89,2.84,205,4.45,206,81.69,25.69
1992,6,11,24.9,20.87,22.88,15.62,0.51,99.05,3.08,264.94,4.63,264.31,79.88,25.29
1992,6,12,23.98,20.17,22.08,14.95,0.02,99.1,3.09,187.25,4.78,186.94,80.5,24.33
1992,6,13,24.94,20.65,22.8,15.44,0.21,98.84,2.01,153.88,3.17,166.88,78.56,25.5
1992,6,14,26.66,23.01,24.84,17.94,0.08,98.69,4.99,174.25,7.4,175.12,81.44,26.8
1992,6,15,27.42,23.55,25.49,18.49,0.01,98.77,6.34,181.5,8.88,182.69,80.75,27.51
1992,6,16,27.59,23.25,25.42,18.13,0.01,98.89,7.59,186,10.47,187,78.62,27.63
1992,6,17,26.98,22.48,24.73,17.27,0.04,99.03,6.58,190.81,9.27,191.69,78.19,27.06
1992,6,18,27.23,22.93,25.08,17.7,1.15,99.27,4.18,180.69,6.16,181.88,78.81,27.64
1992,6,19,27.51,23.34,25.43,18.19,5.39,99.08,3.57,191.5,5.71,192.56,79.31,27.73
1992,6,20,26.15,22.66,24.4,17.46,2.91,99.05,2.73,156.38,4.48,155.31,82.25,26.62
1992,6,21,24.02,19.73,21.87,14.53,3.28,99.44,3.62,43.5,5.3,44.19,78.31,24.7
1992,6,22,23.4,19.89,21.65,14.71,1.58,99.43,2.7,112.19,3.93,113.38,81.38,24.15
1992,6,23,26.19,21.9,24.05,16.72,6.29,98.94,1.91,188.94,3.09,191.44,78.69,26.8
1992,6,24,28.48,23.69,26.08,18.74,7.55,98.55,3.38,206.88,5.39,208.56,77.19,28.62
1992,6,25,26.7,23.21,24.95,18.13,13.81,98.61,3.84,151.25,5.69,153.12,82.06,26.78
1992,6,26,25.58,21.27,23.43,16.05,7.71,98.95,3.18,78.56,4.38,78,78.56,25.86
1992,6,27,25.67,21.77,23.73,16.54,20.87,99.04,2.22,91.5,3.36,92.44,79.81,25.68
1992,6,28,25.73,23.11,24.42,18.07,17.83,98.66,3.65,157.88,5.55,159.06,86.12,25.93
1992,6,29,25.03,21.25,23.14,16.11,7.26,98.53,4.11,278,5.67,279,80.81,25.35
1992,6,30,26.64,22.19,24.42,17.09,0.03,98.58,2.08,135.56,3.26,136.19,78.06,26.99
1992,7,1,27.51,24.33,25.92,19.47,0.06,98.47,6.35,187.62,9.02,188.62,83.56,27.39
1992,7,2,27.41,24.13,25.77,19.17,1.22,98.74,6.48,188.69,9.14,189.75,83.31,27.19
1992,7,3,26.61,23.83,25.22,18.68,0.16,99.41,2.66,166.12,4.38,167.94,85.31,26.66
1992,7,4,27.2,22.49,24.84,17.21,0.02,99.55,5.02,193.12,7.44,194,77.56,27.29
1992,7,5,26.96,20.73,23.84,15.5,0,99.21,6.55,202.38,9.49,203.25,71.38,26.81
1992,7,6,27.27,20.87,24.08,15.62,0,99.14,6.24,192.69,9.03,193.81,70.56,27.19
1992,7,7,27.03,20.33,23.68,15.08,0,99.37,6.8,192.12,9.73,193,69.5,26.94
1992,7,8,27.15,21.04,24.09,15.69,0,99.62,5.47,191.94,8.07,192.88,71.94,27.4
1992,7,9,27.24,20.13,23.69,14.89,0,99.53,5.91,189.06,8.59,189.94,68.44,27.49
1992,7,10,28,20.56,24.28,15.32,0.11,99.44,6.44,186.88,9.1,188.06,67.19,28.26
1992,7,11,27.58,20.68,24.13,15.44,0.01,99.31,7.35,182.44,10.11,183.44,69.06,27.98
1992,7,12,27.79,20.83,24.31,15.56,0,99.19,7.73,187,10.58,188.19,68.62,28.15
1992,7,13,27.8,20.05,23.93,14.89,0.6,99.15,6.95,184.88,9.55,186.06,65.75,28.29
1992,7,14,29.17,21.92,25.55,16.72,2.74,98.98,5.49,188.56,7.77,190.19,68,29.7
1992,7,15,28.94,21.94,25.44,16.72,3.21,98.96,5.6,182.94,7.79,184.44,68.62,29.38
1992,7,16,28.44,21.16,24.8,16.05,6.04,98.98,5.34,202.56,7.55,203.31,68.62,28.76
1992,7,17,25.85,21.36,23.61,16.05,3.52,99.58,2.77,79.69,3.61,78.12,77.88,27.11
1992,7,18,26.34,21.95,24.15,16.6,4.12,99.67,2.06,160.81,3.41,164.25,78.69,26.96
1992,7,19,25.85,21.55,23.69,16.24,2.11,99.58,3.27,183.94,5.06,184.81,78.44,26.12
1992,7,20,25.54,20.55,23.04,15.26,1.79,99.55,3.3,191,5.04,192.12,76.12,26.15
1992,7,21,25.42,20.61,23.01,15.32,0.39,99.55,2.99,192.69,4.62,193.75,76.25,25.94
1992,7,22,26.88,20.92,23.9,15.62,0.23,99.41,4.45,187.25,6.69,188.19,71.94,27.35
1992,7,23,28.21,22.04,25.12,16.72,0.6,99.52,3.32,165.31,5.12,166.62,71.56,29.15
1992,7,24,28.73,21.9,25.31,16.54,0.04,99.64,3.96,179.12,5.91,180.69,69,29.64
1992,7,25,29.08,22.37,25.73,17.09,0.02,99.63,4,187.5,6.01,188.88,69.62,29.79
1992,7,26,29.94,22.26,26.1,17.03,3.35,99.36,4.77,198.88,6.82,200.38,66.69,30.73
1992,7,27,29.08,22.87,25.98,17.7,10.37,99.31,3.86,180.81,5.44,180.69,72.19,29.94
1992,7,28,26.87,23.49,25.18,18.31,8.33,99.36,1.15,115.94,1.75,116.81,82.81,27.47
1992,7,29,27.85,21.9,24.87,16.66,4.33,99.2,3.84,198,5.76,199.25,72.5,28.28
1992,7,30,28.35,21.97,25.15,16.72,17.77,99.18,4.96,196.44,7.27,197.81,70.94,28.71
1992,7,31,25.77,21.53,23.65,16.24,10.17,99.7,3.08,177.19,5.05,176.62,78.88,26.01
1992,8,1,26,20.7,23.35,15.38,7.8,99.77,2.1,139,3.69,140.94,74.5,26.51
1992,8,2,25.81,22.25,24.03,16.97,7.83,99.53,3.35,200.44,5.55,201.25,81.5,25.75
1992,8,3,27.13,21.5,24.32,16.24,0.48,99.32,2.72,207.88,4.56,210.12,74.12,27.69
1992,8,4,27.61,21.56,24.58,16.3,5.53,99.26,3.71,180.75,5.92,182.12,72.12,27.87
1992,8,5,26.76,21.33,24.05,16.05,1.17,99.33,3.48,179.06,5.3,179.81,73.62,26.58
1992,8,6,28.16,21.77,24.97,16.48,0.06,99.46,3.72,178.25,5.88,179.25,70.5,28.38
1992,8,7,28.83,21.52,25.17,16.24,0,99.33,4.98,191.31,7.46,192.38,67.25,29.12
1992,8,8,29.2,21.44,25.33,16.17,0,99.46,4.62,186.38,6.97,187.56,66.06,29.8
1992,8,9,29.36,21.51,25.44,16.17,0.03,99.55,4.02,181.94,6.14,183.31,65.44,30.1
1992,8,10,29.7,21.62,25.65,16.36,0.29,99.36,3.02,181.25,4.94,183,64.69,30.63
1992,8,11,28.33,22.55,25.44,17.33,2.94,99.26,3.27,105.5,4.39,105,72.81,29.23
1992,8,12,26.75,21.62,24.19,16.36,5.71,99.38,4.9,37.06,6.66,38,75.31,27.78
1992,8,13,26.18,19.21,22.69,14.04,1.07,99.64,4.71,30.31,6.42,29.94,68.75,27.37
1992,8,14,23.45,17.15,20.3,12.33,0.14,99.83,4.15,32.25,5.89,31.56,70.12,24.71
1992,8,15,22.62,15.37,19,10.99,0,99.92,3.83,53.94,5.4,53.5,67.38,24.23
1992,8,16,22.23,12.78,17.51,9.28,0.01,99.79,2.79,63.5,4.34,61.69,60,23.88
1992,8,17,22.19,13.66,17.93,9.83,0.71,99.75,2.95,93.06,4.41,92,61.75,23.37
1992,8,18,21.25,14.46,17.85,10.31,2.27,99.84,2.66,57.06,3.95,57.31,67.75,22.01
1992,8,19,21.84,16.01,18.92,11.41,9.65,99.79,1.89,121.44,2.67,105.62,71.69,22.61
1992,8,20,23.87,16.11,19.99,11.6,0,99.58,2.14,174.44,3.09,174.56,65,24.83
1992,8,21,25.45,17.76,21.6,12.82,0,99.62,2.62,64.56,3.79,64.44,65.88,26.37
1992,8,22,26.11,16.98,21.55,12.21,0,99.5,2.41,114.62,3.68,116.19,61.5,27.19
1992,8,23,27.15,18.16,22.65,13.18,0.05,99.4,3.87,158.31,5.94,159.38,61.25,27.9
1992,8,24,27.73,19.41,23.58,14.22,0.58,99.58,5.33,174.25,7.74,174.88,63.94,28.57
1992,8,25,28.1,19.94,24.02,14.71,0.75,99.59,3.35,146.81,5.24,148.5,65.19,29.33
1992,8,26,28.23,19.79,24.01,14.59,1.76,99.49,2.82,178.12,4.38,207.19,63.69,29.55
1992,8,27,24.21,15.05,19.62,10.93,0.02,99.69,5.73,248.94,7.79,248.75,61.31,25.32
1992,8,28,23.97,12.51,18.24,9.16,0.02,99.71,2.12,77.06,3.4,71.44,53.88,25.23
1992,8,29,25.7,11.35,18.52,8.48,0,99.49,4.29,182.56,6.94,183.5,45.94,26.21
1992,8,30,25.37,14.55,19.96,10.44,0.33,99.58,4.12,156.56,6.59,157.5,54.19,25.76
1992,8,31,26.15,16.52,21.33,11.84,0.44,99.54,3.02,145.94,4.99,147.38,58.31,27.34
1992,9,1,26.3,19.9,23.11,14.71,8.19,99.3,4.16,181.25,6.26,182.19,69.94,26.78
1992,9,2,27.7,20.98,24.34,15.75,14.46,99.1,6.32,193.19,9.27,194.06,69.62,27.84
1992,9,3,26.74,21.7,24.22,16.42,14.8,99.36,3.16,142.94,4.81,142.81,76.06,27.59
1992,9,4,26.52,21.29,23.9,15.99,0.89,99.53,3.55,133.19,5.51,134.56,75.12,27.52
1992,9,5,27.5,20.8,24.15,15.5,0.48,99.32,5.08,173.25,7.6,174.44,69.31,27.69
1992,9,6,27.38,20.4,23.9,15.14,1.77,99.54,4.61,165.19,7.01,166.5,68.5,27.82
1992,9,7,28.34,20.09,24.22,14.83,0.21,99.51,4.96,176.5,7.6,177.44,64.19,28.9
1992,9,8,28.98,20.97,24.98,15.69,0.13,99.47,4.59,175.94,6.91,177.19,64.81,29.74
1992,9,9,28.7,20.28,24.49,15.08,8.67,99.11,5.61,184.75,8.2,185.69,63.31,29.17
1992,9,10,24.92,21.95,23.44,16.66,23.24,99.53,3.98,128.25,5.8,129.31,84.06,25
1992,9,11,23.11,17.26,20.19,12.39,1.92,99.99,3.21,56.19,4.79,57.25,72.06,23.9
1992,9,12,23.95,15.95,19.95,11.41,0,99.81,3.48,128.44,5.77,129.62,62.75,24.37
1992,9,13,25.54,19.19,22.37,14.04,0.11,99.51,4.05,174.44,6.56,175.12,70.38,25.83
1992,9,14,26.7,20.12,23.41,14.89,0.11,99.47,3.97,169.88,6.4,170.44,70,27.33
1992,9,15,26.62,20.01,23.32,14.77,0.41,99.68,3.69,150.62,5.91,151.31,70.19,27.37
1992,9,16,25.29,16.69,20.99,12.08,0,99.62,2.78,137,4.59,137.81,63.5,26.3
1992,9,17,26.65,19.66,23.16,14.47,0,99.18,3.06,184.75,5.17,185.94,69.06,27.65
1992,9,18,27.88,20,23.94,14.83,0,99.01,3.37,180.12,5.35,182.25,65.56,28.76
1992,9,19,26.44,20.69,23.57,15.5,1.15,99.02,1.85,231.31,2.73,228,72.5,27.47
1992,9,20,27.69,20.25,23.97,15.14,7.54,98.47,6.1,192.19,8.97,193.06,65.56,27.62
1992,9,21,27.21,21.05,24.13,15.99,12.75,98.28,5.73,212.62,8.03,213.75,72.31,27.01
1992,9,22,23.56,17.44,20.5,12.76,0.25,99.4,6.92,103.81,9.34,44.69,70.56,24.24
1992,9,23,18.18,8.27,13.23,6.9,0,99.88,4.4,38.81,6.55,39.12,57.06,19.14
1992,9,24,17.4,8.34,12.87,6.96,0,99.58,2.82,70.38,4.61,70.12,61.31,18.53
1992,9,25,20.76,12.33,16.55,9.09,0,99.07,3.72,149.44,6.02,150.44,63.94,21.41
1992,9,26,23.76,16.83,20.3,12.08,0,99.22,5.4,161.88,7.46,162.5,69.06,24.46
1992,9,27,20.03,11.46,15.75,8.54,0,99.8,4.5,38.69,6.49,39.25,63,20.92
1992,9,28,20.07,11.31,15.69,8.42,0,100.07,4.97,39.06,7.45,39.44,61.62,20.51
1992,9,29,18.5,8.7,13.6,7.08,0,100.29,4.36,40.38,6.44,40.62,58.19,19.31
1992,9,30,17.11,5.15,11.13,5.62,0,100.11,3.25,79.75,5.23,79.56,52.12,17.86
1992,10,1,17.33,7.02,12.18,6.35,0.01,99.82,2.93,66.06,4.52,66.38,56.69,17.87
1992,10,2,18.02,7.97,13,6.77,0,99.4,2.62,57.38,3.9,57.31,56.94,18.51
1992,10,3,19.13,8.65,13.89,7.08,0,99.19,1.94,87.38,2.98,101.62,55.94,19.64
1992,10,4,20.35,9.13,14.74,7.32,0.07,99.28,1.95,138.5,3.25,141.31,53.25,20.58
1992,10,5,20.98,10.63,15.8,8.06,0,99.66,3.12,118.62,5.27,119.81,56.5,21.52
1992,10,6,20.94,11.73,16.33,8.67,0,99.72,2.98,106.06,5.17,107.56,60.44,21.8
1992,10,7,19.54,10.89,15.21,8.42,5.65,99.25,7.47,214.31,10.43,215.19,61.12,19.94
1992,10,8,14.12,-0.6,6.76,3.72,0,99.68,5.48,285.19,7.64,285.56,41.88,14.21
1992,10,9,18.01,3.55,10.78,5.13,0.01,99.21,5.95,197.06,9.34,198,41.75,18.08
1992,10,10,18.69,9.13,13.91,7.45,0.23,99.5,5.16,104.56,8.05,104.75,59.5,18.94
1992,10,11,18.3,6.61,12.46,6.16,0,99.92,2.22,151.69,3.94,135.06,52.19,18.83
1992,10,12,21.41,7.78,14.6,6.71,0,99.52,4.13,224.5,6.77,224.88,45.31,21.01
1992,10,13,23.19,8.15,15.68,6.84,0,99.14,6.76,198.12,10.06,198.94,40.94,23.12
1992,10,14,23.67,15,19.33,10.8,3.57,99.05,7.88,182.06,10.96,183.25,62.06,23.73
1992,10,15,23.83,19.55,21.69,14.4,20.02,99.17,6.62,181,9.2,182.31,78.81,23.7
1992,10,16,17.74,10.21,13.98,8.36,2.24,99.77,6,79.12,8.17,79.12,64.81,18.41
1992,10,17,16.19,9.04,12.62,7.26,0.02,99.94,3.3,81.75,4.92,82.94,64.44,17.22
1992,10,18,15.39,7.19,11.3,6.35,0,100.19,3.05,47.31,4.58,47.25,61.06,15.87
1992,10,19,16.69,7.39,12.05,6.41,0.03,99.91,4.63,143.19,7.22,144.19,58.06,16.94
1992,10,20,19.54,13.78,16.65,10.01,0.3,99.75,4.7,179.5,7.2,180.25,70.56,19.71
1992,10,21,21.02,14.67,17.85,10.44,0.01,100.21,4.14,151.25,6.5,151.81,69.38,21.44
1992,10,22,20.2,15.12,17.66,10.68,0.17,100.59,2.88,135.25,4.62,135.62,74.5,20.37
1992,10,23,21.02,14.81,17.91,10.5,0.01,100.49,1.61,142.38,2.55,139.06,70.81,21.61
1992,10,24,23.08,15.49,19.29,11.05,0.06,99.9,1.7,138.25,2.32,137.44,64.69,22.83
1992,10,25,23.37,15.75,19.55,11.29,0.28,99.34,1.58,181.19,2.53,179.19,65.38,23.46
1992,10,26,23.33,12.97,18.15,9.52,0.55,98.98,4.79,251.94,7.55,252.56,55.81,23.08
1992,10,27,18.63,11.23,14.93,8.42,0.36,99.21,4.35,218.69,6,219.12,64.94,19.2
1992,10,28,17.73,10.47,14.1,8.06,1.26,99.08,3.38,133.56,5.48,134.25,65.38,18.09
